"X","gender","d_age","samerace","pref_o_attractive","pref_o_sincere","pref_o_intelligence","attractive_o","sinsere_o","intelligence_o","attractive_important","sincere_important","intellicence_important","attractive","sincere","intelligence","attractive_partner","intelligence_partner","sincere_partner","interests_correlate","like","guess_prob_liked","decision","decision_o","match"
4066,"M",5,1,2,2,3,5,6,7,3,2,3,10,7,6,5,7,8,0.4,5,7,1,0,0
4067,"M",11,1,2,1,5,8,6,10,3,2,3,10,7,6,6,7,6,0.24,6,5,1,0,0
4068,"M",7,1,3,3,3,5,0,5,3,2,3,10,7,6,6,8,6,0.32,7,7,1,0,0
4069,"M",5,0,3,4,2,6,5,7,3,2,3,10,7,6,5,7,6,-0.48,5,7,1,0,0
4070,"M",3,0,4,3,3,8,7,7,3,2,3,10,7,6,9,8,7,0.27,9,7,1,0,0
4071,"M",3,1,3,2,4,6,7,8,3,2,3,10,7,6,8,7,6,0.64,8,7,1,0,0
4072,"M",2,0,2,2,2,5,8,7,3,2,3,10,7,6,7,8,6,0.61,8,7,1,0,0
4073,"M",2,1,2,2,5,6,4,5,3,2,3,10,7,6,7,6,5,0.43,6,6,1,0,0
4074,"M",4,1,3,3,3,7,6,8,3,2,3,10,7,6,7,6,4,0.29,7,7,1,0,0
4075,"M",2,0,1,3,3,2,4,5,3,2,3,7,6,7,6,8,9,0.34,8,7,1,0,0
4076,"M",7,0,3,4,2,6,6,7,3,2,3,7,6,7,4,7,7,0.58,5,4,0,1,0
4077,"M",4,1,3,1,3,8,7,6,3,2,3,7,6,7,3,10,8,0.49,5,6,0,1,0
4078,"M",0,0,2,2,2,6,6,6,3,2,3,7,6,7,7,5,6,0.24,5,3,0,0,0
4079,"M",2,0,2,3,3,6,5,6,3,2,3,7,6,7,7,9,8,-0.06,8,7,1,0,0
4080,"M",2,1,3,2,4,3,5,6,3,2,3,7,6,7,6,4,5,0.7,5,4,0,0,0
4081,"M",1,0,1,4,3,7,10,10,3,2,3,7,6,7,6,9,10,0.1,7,5,1,1,1
4082,"M",1,1,2,2,2,7,2,8,3,2,3,7,6,7,10,10,10,0.72,10,10,1,0,0
4083,"M",1,0,2,3,2,7,7,8,3,2,3,7,6,7,7,8,7,0.39,9,10,1,1,1
4084,"M",0,0,2,3,3,8,10,9,3,2,3,7,6,7,8,9,10,0.7,9,10,1,1,1
4085,"M",3,1,2,5,3,7,7,8,3,2,3,7,6,7,5,7,6,0.39,6,3,0,0,0
4086,"M",0,0,3,3,3,5,9,7,3,2,3,7,6,7,8,7,5,0.2,8,6,1,0,0
4087,"M",0,1,2,2,3,5,6,7,3,2,3,7,6,7,8,6,9,0.57,9,8,1,0,0
4088,"M",6,1,2,1,5,6,5,8,3,2,3,7,6,7,3,6,4,0.52,3,3,0,0,0
4089,"M",2,1,3,3,3,4,6,7,3,2,3,7,6,7,9,6,9,0.52,7,2,1,0,0
4090,"M",0,0,3,4,2,5,6,6,3,2,3,7,6,7,5,3,8,-0.22,6,3,0,0,0
4091,"M",2,0,4,3,3,7,8,9,3,2,3,7,6,7,8,8,9,0.06,8,6,1,1,1
4092,"M",2,1,3,2,4,6,8,9,3,2,3,7,6,7,9,8,10,0.71,9,9,1,0,0
4093,"M",3,0,2,2,2,7,7,8,3,2,3,7,6,7,7,8,9,0.63,7,7,1,1,1
4094,"M",3,1,2,2,5,4,4,7,3,2,3,7,6,7,7,4,4,0.55,8,7,1,0,0
4095,"M",1,1,3,3,3,6,8,9,3,2,3,7,6,7,7,5,6,0.43,6,3,0,0,0
4096,"M",3,0,1,3,3,2,1,1,7,3,1,4,8,8,6,7,8,-0.11,6,1,0,0,0
4097,"M",8,0,3,4,2,7,7,8,7,3,1,4,8,8,5,7,7,0.13,6,1,0,1,0
4098,"M",3,1,3,1,3,9,5,8,7,3,1,4,8,8,6,7,7,0.19,7,2,0,1,0
4099,"M",1,0,2,2,2,6,6,6,7,3,1,4,8,8,6,6,6,0.06,6,0,0,0,0
4100,"M",1,0,2,3,3,6,6,6,7,3,1,4,8,8,7,7,7,-0.39,7,2,0,0,0
4101,"M",1,1,3,2,4,5,6,6,7,3,1,4,8,8,7,6,6,0.55,7,2,0,0,0
4102,"M",0,0,1,4,3,8,9,10,7,3,1,4,8,8,8,8,7,0.58,8,3,1,1,1
4103,"M",0,1,2,2,2,7,3,10,7,3,1,4,8,8,8,8,8,0.24,9,10,1,1,1
4104,"M",2,0,2,3,2,9,9,10,7,3,1,4,8,8,7,8,8,0.36,8,10,1,1,1
4105,"M",1,0,2,3,3,8,8,8,7,3,1,4,8,8,6,7,7,0.13,7,2,1,1,1
4106,"M",4,1,2,5,3,8,7,8,7,3,1,4,8,8,5,5,5,0.58,5,1,0,1,0
4107,"M",1,0,3,3,3,8,8,8,7,3,1,4,8,8,6,7,8,-0.08,8,1,0,0,0
4108,"M",1,1,2,2,3,6,6,7,7,3,1,4,8,8,6,7,6,0.48,6,3,0,1,0
4109,"M",7,1,2,1,5,5,6,6,7,3,1,4,8,8,5,7,8,0.24,6,2,0,0,0
4110,"M",3,1,3,3,3,4,8,6,7,3,1,4,8,8,7,7,7,0.6,6,2,0,0,0
4111,"M",1,0,3,4,2,6,6,5,7,3,1,4,8,8,6,7,8,-0.7,6,1,0,0,0
4112,"M",1,0,4,3,3,7,8,9,7,3,1,4,8,8,9,8,8,0.48,8,4,1,1,1
4113,"M",1,1,3,2,4,8,7,7,7,3,1,4,8,8,7,7,8,0.52,7,2,0,1,0
4114,"M",2,0,2,2,2,5,6,7,7,3,1,4,8,8,7,8,7,0.49,7,3,1,0,0
4115,"M",2,1,2,2,5,6,5,7,7,3,1,4,8,8,6,6,6,0.17,6,2,0,1,0
4116,"M",0,1,3,3,3,7,7,8,7,3,1,4,8,8,7,6,6,-0.17,6,0,0,1,0
4117,"M",4,0,1,3,3,1,2,8,3,2,3,8,8,8,7,8,7,0.64,8,5,1,0,0
4118,"M",1,0,3,4,2,5,6,6,3,2,3,8,8,8,5,7,7,0.68,5,3,0,0,0
4119,"M",10,1,3,1,3,4,5,5,3,2,3,8,8,8,6,8,6,0.74,6,3,0,0,0
4120,"M",6,0,2,2,2,5,5,5,3,2,3,8,8,8,7,5,6,-0.12,5,3,0,0,0
4121,"M",8,0,2,3,3,4,7,7,3,2,3,8,8,8,8,8,7,0.3,7,5,1,0,0
4122,"M",8,1,3,2,4,2,7,8,3,2,3,8,8,8,5,5,5,0.88,5,4,0,0,0
4123,"M",7,0,1,4,3,4,6,6,3,2,3,8,8,8,5,7,7,0.12,5,4,0,0,0
4124,"M",7,1,2,2,2,7,7,8,3,2,3,8,8,8,6,5,5,0.59,8,8,1,0,0
4125,"M",5,0,2,3,2,6,8,7,3,2,3,8,8,8,5,5,5,0.36,5,2,0,0,0
4126,"M",6,0,2,3,3,5,7,7,3,2,3,8,8,8,5,6,5,0.68,5,3,0,0,0
4127,"M",3,1,2,5,3,6,8,8,3,2,3,8,8,8,5,6,5,0.14,6,5,1,0,0
4128,"M",6,0,3,3,3,4,7,7,3,2,3,8,8,8,8,8,8,0.57,8,6,1,0,0
4129,"M",6,1,2,2,3,3,6,7,3,2,3,8,8,8,3,7,5,0.57,5,4,0,0,0
4130,"M",0,1,2,1,5,5,6,6,3,2,3,8,8,8,5,7,5,0.13,6,5,0,0,0
4131,"M",4,1,3,3,3,4,7,9,3,2,3,8,8,8,8,8,7,0.64,7,7,1,0,0
4132,"M",6,0,3,4,2,4,6,5,3,2,3,8,8,8,8,6,7,-0.28,5,3,0,0,0
4133,"M",8,0,4,3,3,6,8,8,3,2,3,8,8,8,7,7,5,-0.07,6,7,1,0,0
4134,"M",8,1,3,2,4,5,8,9,3,2,3,8,8,8,5,8,6,0.64,5,5,0,0,0
4135,"M",9,0,2,2,2,5,6,5,3,2,3,8,8,8,6,6,6,0.68,5,3,0,0,0
4136,"M",9,1,2,2,5,4,4,6,3,2,3,8,8,8,5,7,5,0.2,5,4,0,0,0
4137,"M",7,1,3,3,3,5,4,10,3,2,3,8,8,8,7,7,7,0.26,5,2,0,0,0
4138,"M",3,0,1,3,3,4,2,5,3,2,3,8,9,6,6.5,9,8,-0.09,3,6,0,1,0
4139,"M",8,0,3,4,2,7,6,7,3,2,3,8,9,6,4,7,7,0.27,3,4,0,1,0
4140,"M",3,1,3,1,3,9,8,8,3,2,3,8,9,6,6,8,5,0.39,3,6,0,1,0
4141,"M",1,0,2,2,2,6,6,6,3,2,3,8,9,6,5,7,5,-0.25,2,6,0,0,0
4142,"M",1,0,2,3,3,8,7,7,3,2,3,8,9,6,7,8,7,-0.06,6,6,1,1,1
4143,"M",1,1,3,2,4,6,6,7,3,2,3,8,9,6,8,7,8,0.23,4,4,0,0,0
4144,"M",0,0,1,4,3,5,6,10,3,2,3,8,9,6,7,8,6,0.35,4,3,0,1,0
4145,"M",0,1,2,2,2,5,1,8,3,2,3,8,9,6,9,6,1,0.5,1,1,0,0,0
4146,"M",2,0,2,3,2,9,7,8,3,2,3,8,9,6,6,8,7,0.31,5,3,1,0,0
4147,"M",1,0,2,3,3,8,6,8,3,2,3,8,9,6,7,10,8,-0.01,4,1,0,1,0
4148,"M",4,1,2,5,3,7,7,8,3,2,3,8,9,6,6,9,8,0.44,5,3,0,0,0
4149,"M",1,0,3,3,3,9,9,8,3,2,3,8,9,6,8,8,8,-0.07,8,4,0,0,0
4150,"M",1,1,2,2,3,7,8,8,3,2,3,8,9,6,7,9,7,0.73,6,5,1,1,1
4151,"M",7,1,2,1,5,6,4,5,3,2,3,8,9,6,6,9,7,0.13,6,4,0,0,0
4152,"M",3,1,3,3,3,7,9,9,3,2,3,8,9,6,8,8,7,0.17,6.5,6.5,1,0,0
4153,"M",1,0,3,4,2,6,5,5,3,2,3,8,9,6,6,8,7,-0.29,4,6,0,0,0
4154,"M",1,0,4,3,3,9.5,9,9,3,2,3,8,9,6,8,9,9,0.63,8,8,1,1,1
4155,"M",1,1,3,2,4,8,7,8,3,2,3,8,9,6,8,9,7,0.22,6,3,1,1,1
4156,"M",2,0,2,2,2,6,6,6,3,2,3,8,9,6,7,9,8,0.18,5,5,1,1,1
4157,"M",2,1,2,2,5,7,6,7,3,2,3,8,9,6,9,6,7,-0.12,4,5,0,1,0
4158,"M",0,1,3,3,3,8,9,8,3,2,3,8,9,6,7,5,9,0.02,7,3,0,1,0
4159,"M",3,0,1,3,3,1,9,8,3,3,4,5,9,5,7,7,8,0.45,5,2,0,0,0
4160,"M",8,0,3,4,2,5,6,7,3,3,4,5,9,5,2,7,7,0.49,4,4,0,0,0
4161,"M",3,1,3,1,3,5,5,7,3,3,4,5,9,5,3,8,7,0.48,3,1,0,0,0
4162,"M",1,0,2,2,2,6,6,7,3,3,4,5,9,5,8,8,7,0.13,6,2,1,0,0
4163,"M",1,0,2,3,3,6,7,7,3,3,4,5,9,5,7,8,8,0.17,7,3,1,0,0
4164,"M",1,1,3,2,4,3,4,6,3,3,4,5,9,5,6,6,6,0.75,5,2,0,0,0
4165,"M",0,0,1,4,3,5,9,8,3,3,4,5,9,5,8,8,8,0.42,9,3,1,1,1
4166,"M",0,1,2,2,2,5,7,8,3,3,4,5,9,5,7,9,7,0.52,6,2,0,0,0
4167,"M",2,0,2,3,2,7,9,9,3,3,4,5,9,5,7,8,7,0.62,7,5,1,1,1
4168,"M",1,0,2,3,3,4,8,8,3,3,4,5,9,5,7,8,7,0.63,7,3,1,1,1
4169,"M",4,1,2,5,3,6,9,9,3,3,4,5,9,5,3,7,7,0.42,4,5,0,0,0
4170,"M",1,0,3,3,3,6,9,9,3,3,4,5,9,5,6,8,7,0.42,7,3,1,0,0
4171,"M",1,1,2,2,3,5,7,8,3,3,4,5,9,5,7,7,7,0.54,8,5,1,1,1
4172,"M",7,1,2,1,5,8,10,10,3,3,4,5,9,5,3,8,7,0.44,4,2,0,1,0
4173,"M",3,1,3,3,3,3,6,8,3,3,4,5,9,5,8,7,7,0.54,7,1,0,0,0
4174,"M",1,0,3,4,2,4,7,7,3,3,4,5,9,5,5,5,5,-0.45,4,3,0,0,0
4175,"M",1,0,4,3,3,5,8,8,3,3,4,5,9,5,6,7,7,0.32,7,2,0,0,0
4176,"M",1,1,3,2,4,5,9,9,3,3,4,5,9,5,8,8,8,0.64,8,5,1,0,0
4177,"M",2,0,2,2,2,6,7,8,3,3,4,5,9,5,8,8,7,0.52,8,4,1,1,1
4178,"M",2,1,2,2,5,5,4,8,3,3,4,5,9,5,6,6,6,0.27,6,3,1,0,0
4179,"M",0,1,3,3,3,2,4,8,3,3,4,5,9,5,6,6,6,0.22,5,2,0,0,0
4180,"M",1,0,1,3,3,4,6,8,3,3,3,7,8,6,10,8,8,0.53,8,6,1,0,0
4181,"M",6,0,3,4,2,7,7,7,3,3,3,7,8,6,3,8,6,0.6,4,2,0,1,0
4182,"M",5,1,3,1,3,6,3,4,3,3,3,7,8,6,6,7,5,0.52,7,4,1,0,0
4183,"M",1,0,2,2,2,6,6,7,3,3,3,7,8,6,5,4,4,0.18,6,3,0,0,0
4184,"M",3,0,2,3,3,6,5,7,3,3,3,7,8,6,7,7,5,0.16,3,2,0,0,0
4185,"M",3,1,3,2,4,3,5,6,3,3,3,7,8,6,6,5,7,0.74,8,6,1,0,0
4186,"M",2,0,1,4,3,5,6,10,3,3,3,7,8,6,5,6,7,0.38,7,6,1,0,0
4187,"M",2,1,2,2,2,7,8,8,3,3,3,7,8,6,5,7,5,0.19,6,7,0,1,0
4188,"M",0,0,2,3,2,4,7,7,3,3,3,7,8,6,6,9,7,0.43,6,2,0,0,0
4189,"M",1,0,2,3,3,6,8,9,3,3,3,7,8,6,3,9,7,0.48,5,5,0,0,0
4190,"M",2,1,2,5,3,6,7,8,3,3,3,7,8,6,6,7,7,0.34,8,4,1,0,0
4191,"M",1,0,3,3,3,7,4,9,3,3,3,7,8,6,6,9,7,0.64,8,6,1,0,0
4192,"M",1,1,2,2,3,4,4,6,3,3,3,7,8,6,5,6,4,0.31,4,1,1,0,0
4193,"M",5,1,2,1,5,9,6,9,3,3,3,7,8,6,6,8,8,0.41,5,3,1,1,1
4194,"M",1,1,3,3,3,4,7,9,3,3,3,7,8,6,9,10,10,0.74,9,6,1,0,0
4195,"M",1,0,3,4,2,4,6,7,3,3,3,7,8,6,5,6,5,-0.34,3,1,0,0,0
4196,"M",3,0,4,3,3,5,6,7,3,3,3,7,8,6,10,8,8,0.02,8,4,1,0,0
4197,"M",3,1,3,2,4,6,6,10,3,3,3,7,8,6,8,10,10,0.5,9,5,1,0,0
4198,"M",4,0,2,2,2,6,6,7,3,3,3,7,8,6,7,10,9,0.47,8,7,1,1,1
4199,"M",4,1,2,2,5,4,5,6,3,3,3,7,8,6,5,7,6,0.23,4,2,0,0,0
4200,"M",2,1,3,3,3,7,6,9,3,3,3,7,8,6,9,3,6,0.15,6,5,1,0,0
4201,"M",5,0,1,3,3,1,2,5,3,2,3,7,9,9,7,7,7,-0.15,7,2,1,0,0
4202,"M",10,0,3,4,2,7,7,7,3,2,3,7,9,9,6,9,6,-0.41,7,2,0,1,0
4203,"M",1,0,3,1,3,7,6,5,3,2,3,7,9,9,7,7,7,-0.39,7,5,1,0,0
4204,"M",3,0,2,2,2,6,7,7,3,2,3,7,9,9,6,7,7,0.36,5,2,0,0,0
4205,"M",1,0,2,3,3,6,8,6,3,2,3,7,9,9,8,7,7,-0.32,7,7,1,1,1
4206,"M",1,0,3,2,4,7,7,7,3,2,3,7,9,9,8,8,8,-0.21,7,6,1,0,0
4207,"M",2,0,1,4,3,7,9,9,3,2,3,7,9,9,8,8,8,0.1,8,6,1,1,1
4208,"M",2,0,2,2,2,7,7,8,3,2,3,7,9,9,7,7,7,0.1,7,3,1,0,0
4209,"M",4,0,2,3,2,7,8,6,3,2,3,7,9,9,10,9,9,0.34,10,6,1,1,1
4210,"M",3,0,2,3,3,5,7,8,3,2,3,7,9,9,7,7,7,0.02,7,3,1,0,0
4211,"M",6,0,2,5,3,8,8,7,3,2,3,7,9,9,7,7,7,0.47,7,5,1,0,0
4212,"M",3,1,3,3,3,9,9,9,3,2,3,7,9,9,8,8,8,-0.44,8,6,1,1,1
4213,"M",3,0,2,2,3,8,8,7,3,2,3,7,9,9,7,7,7,-0.06,7,3,1,1,1
4214,"M",9,0,2,1,5,9,8,8,3,2,3,7,9,9,7,7,7,0.21,7,2,1,0,0
4215,"M",5,0,3,3,3,4,8,6,3,2,3,7,9,9,7,7,7,-0.05,7,3,1,0,0
4216,"M",3,0,3,4,2,6,5,6,3,2,3,7,9,9,8,8,8,-0.19,8,7,1,0,0
4217,"M",1,0,4,3,3,7,5,6,3,2,3,7,9,9,9,9,9,0.57,9,6,1,0,0
4218,"M",1,0,3,2,4,6,8,5,3,2,3,7,9,9,8,8,7,-0.18,7,7,1,0,0
4219,"M",0,0,2,2,2,6,7,6,3,2,3,7,9,9,9,9,9,-0.06,8,7,1,1,1
4220,"M",0,0,2,2,5,7,7,7,3,2,3,7,9,9,8,8,8,-0.1,8,5,1,1,1
4221,"M",2,0,3,3,3,6,7,9,3,2,3,7,9,9,9,8,9,-0.07,8,4,1,0,0
4222,"M",1,0,1,3,3,6,1,5,6,2,2,9,9,9,9,9,9,-0.02,9,9,1,0,0
4223,"M",6,1,3,4,2,4,8,8,6,2,2,9,9,9,3,3,3,-0.29,1,1,0,0,0
4224,"M",5,0,3,1,3,6,6,6,6,2,2,9,9,9,10,10,10,-0.11,9,9,1,0,0
4225,"M",1,1,2,2,2,6,7,7,6,2,2,9,9,9,9,9,9,-0.16,9,6,1,0,0
4226,"M",3,1,2,3,3,5,7,6,6,2,2,9,9,9,9,9,9,-0.58,6,6,1,0,0
4227,"M",3,0,3,2,4,4,7,9,6,2,2,9,9,9,10,10,10,0.21,9,6,1,0,0
4228,"M",2,0,1,4,3,9,10,8,6,2,2,9,9,9,10,9,9,0.58,10,6,1,1,1
4229,"M",2,0,2,2,2,6,9,9,6,2,2,9,9,9,10,9,9,0.12,9,9,1,0,0
4230,"M",0,1,2,3,2,4,7,5,6,2,2,9,9,9,7,7,7,0.26,6,6,1,0,0
4231,"M",1,1,2,3,3,3,6,7,6,2,2,9,9,9,6,6,6,0.08,8,8,1,0,0
4232,"M",2,0,2,5,3,6,7,7,6,2,2,9,9,9,10,10,10,0.53,10,10,1,0,0
4233,"M",1,0,3,3,3,8,10,9,6,2,2,9,9,9,1,1,1,-0.27,1,1,0,1,0
4234,"M",1,0,2,2,3,4,8,8,6,2,2,9,9,9,10,10,10,0.16,10,10,1,0,0
4235,"M",5,0,2,1,5,6,7,7,6,2,2,9,9,9,10,10,10,-0.14,10,10,1,0,0
4236,"M",1,0,3,3,3,2,7,7,6,2,2,9,9,9,10,10,10,0.18,10,10,1,0,0
4237,"M",1,1,3,4,2,3,7,7,6,2,2,9,9,9,5,5,5,-0.51,1,1,0,0,0
4238,"M",3,0,4,3,3,5,7,8,6,2,2,9,9,9,10,10,10,0.74,10,10,1,0,0
4239,"M",3,0,3,2,4,7,10,7,6,2,2,9,9,9,8,9,8,0.17,6,9,1,1,1
4240,"M",4,1,2,2,2,5,7,7,6,2,2,9,9,9,5,9,5,0.57,6,9,1,0,0
4241,"M",4,0,2,2,5,4,6,5,6,2,2,9,9,9,10,9,9,-0.39,9,9,1,0,0
4242,"M",2,0,3,3,3,5,7,7,6,2,2,9,9,9,10,10,10,-0.37,10,6,1,0,0
4243,"M",1,0,1,3,3,2,4,4,3,3,3,7,6,7,7,7,7,0.54,7,3,0,0,0
4244,"M",6,0,3,4,2,7,7,7,3,3,3,7,6,7,2,7,5,0.75,2,1,0,1,0
4245,"M",5,1,3,1,3,6,3,5,3,3,3,7,6,7,3,7,4,0.77,3,1,0,0,0
4246,"M",1,0,2,2,2,6,7,7,3,3,3,7,6,7,7,7,7,0.31,8,5,1,0,0
4247,"M",3,0,2,3,3,7,7,7,3,3,3,7,6,7,7,7,6,0.45,8,4,1,0,0
4248,"M",3,1,3,2,4,6,7,8,3,3,3,7,6,7,7,7,7,0.8,7,5,1,0,0
4249,"M",2,0,1,4,3,6,10,9,3,3,3,7,6,7,7,7,7,0.26,8,4,1,1,1
4250,"M",2,1,2,2,2,7,8,9,3,3,3,7,6,7,5,6,4,0.63,4,1,0,1,0
4251,"M",0,0,2,3,2,7,8,8,3,3,3,7,6,7,6,7,6,0.58,6,4,0,1,0
4252,"M",1,0,2,3,3,3,5,6,3,3,3,7,6,7,6,8,8,0.43,6,3,0,0,0
4253,"M",2,1,2,5,3,8,8,8,3,3,3,7,6,7,5,7,9,0.32,7,2,0,0,0
4254,"M",1,0,3,3,3,6,10,9,3,3,3,7,6,7,6,7,6,0.68,7,4,0,0,0
4255,"M",1,1,2,2,3,7,8,8,3,3,3,7,6,7,6,7,6,0.61,6,3,0,1,0
4256,"M",5,1,2,1,5,8,8,8,3,3,3,7,6,7,4,7,6,0.24,4,1,0,0,0
4257,"M",1,1,3,3,3,6,6,7,3,3,3,7,6,7,6,7,8,0.61,7,5,0,1,0
4258,"M",1,0,3,4,2,3,6,6,3,3,3,7,6,7,7,7,7,-0.18,7,3,0,0,0
4259,"M",3,0,4,3,3,8,8,7,3,3,3,7,6,7,7,7,7,0.01,7,5,1,0,0
4260,"M",3,1,3,2,4,6,8,8,3,3,3,7,6,7,5,7,6,0.63,7,4,0,0,0
4261,"M",4,0,2,2,2,5,7,7,3,3,3,7,6,7,6,7,6,0.6,7,3,0,1,0
4262,"M",4,1,2,2,5,5,3,4,3,3,3,7,6,7,5,7,5,0.41,3,1,0,0,0
4263,"M",2,1,3,3,3,3,4,6,3,3,3,7,6,7,5,7,6,0.33,6,4,0,0,0
4264,"M",4,0,1,3,3,1,1,6,3,3,3,8,10,10,5,5,5,0.11,4.5,8,1,0,0
4265,"M",9,0,3,4,2,6,8,8,3,3,3,8,10,10,5,5,5,0.01,4.5,8,1,1,1
4266,"M",2,0,3,1,3,3,5,5,3,3,3,8,10,10,8,8,8,-0.25,8,8,1,0,0
4267,"M",2,0,2,2,2,5,5,5,3,3,3,8,10,10,3,3,3,-0.25,3,3,1,0,0
4268,"M",0,0,2,3,3,7,8,7,3,3,3,8,10,10,6,6,6,0.25,6,6,1,0,0
4269,"M",0,0,3,2,4,5,7,7,3,3,3,8,10,10,8,8,8,0.29,8,9,1,0,0
4270,"M",1,1,1,4,3,4,10,10,3,3,3,8,10,10,7,7,7,-0.17,6.5,7,1,0,0
4271,"M",1,0,2,2,2,6,8,8,3,3,3,8,10,10,9,9,9,-0.42,9,9,1,0,0
4272,"M",3,0,2,3,2,6,9,7,3,3,3,8,10,10,6,6,6,-0.18,6,6,1,1,1
4273,"M",2,0,2,3,3,5,7,7,3,3,3,8,10,10,6,6,6,0.08,6,6,1,0,0
4274,"M",5,0,2,5,3,6,8,8,3,3,3,8,10,10,7,7,7,-0.09,7,7,1,0,0
4275,"M",2,0,3,3,3,6,10,8,3,3,3,8,10,10,6,6,6,0.24,6,6,1,0,0
4276,"M",2,0,2,2,3,2,5,6,3,3,3,8,10,10,7,7,7,-0.19,7,7,1,0,0
4277,"M",8,0,2,1,5,5,6,8,3,3,3,8,10,10,7,7,7,0,7,7,1,0,0
4278,"M",4,0,3,3,3,2,6,7,3,3,3,8,10,10,7.5,7.5,7.5,0.01,7.5,7.5,1,0,0
4279,"M",2,0,3,4,2,3,6,6,3,3,3,8,10,10,6,6,6,0.24,6,6,1,0,0
4280,"M",0,0,4,3,3,6,8,8,3,3,3,8,10,10,8.5,8.5,8.5,-0.33,8.5,8.5,1,0,0
4281,"M",0,0,3,2,4,6,9,8,3,3,3,8,10,10,8,8,8,0.24,8,8,1,0,0
4282,"M",1,0,2,2,2,4,5,5,3,3,3,8,10,10,6,6,6,-0.05,6,6,1,0,0
4283,"M",1,0,2,2,5,4,6,6,3,3,3,8,10,10,6,6,6,-0.13,6,6,1,0,0
4284,"M",1,0,3,3,3,4,4,7,3,3,3,8,10,10,8,8,8,-0.05,8,8,1,0,0
4285,"M",6,0,1,3,3,4,9,3,2,2,3,3,6,6,9,8,8,0.11,4,3,0,0,0
4286,"M",11,0,3,4,2,6,7,6,2,2,3,3,6,6,6,7,7,0.13,3,2,0,0,0
4287,"M",0,1,3,1,3,5,5,7,2,2,3,3,6,6,7,9,7,0.11,4,2,0,0,0
4288,"M",4,0,2,2,2,5,6,7,2,2,3,3,6,6,7,7,7,-0.5,4,4,0,0,0
4289,"M",2,0,2,3,3,4,6,7,2,2,3,3,6,6,6,7,7,-0.06,5,3,1,0,0
4290,"M",2,1,3,2,4,3,5,6,2,2,3,3,6,6,7,8,7,0.42,5,2,0,0,0
4291,"M",3,0,1,4,3,5,4,8,2,2,3,3,6,6,8,8,7,0.2,5,3,1,0,0
4292,"M",3,1,2,2,2,6,8,8,2,2,3,3,6,6,7,8,7,-0.11,6,2,0,0,0
4293,"M",5,0,2,3,2,4,8,7,2,2,3,3,6,6,7,8,7,-0.01,5,3,0,0,0
4294,"M",4,0,2,3,3,4,5,6,2,2,3,3,6,6,6,8,7,0.22,7,5,1,0,0
4295,"M",7,1,2,5,3,7,9,8,2,2,3,3,6,6,7,9,7,-0.06,4,3,0,0,0
4296,"M",4,0,3,3,3,6,10,10,2,2,3,3,6,6,8,8,7,0.26,5,5,1,0,0
4297,"M",4,1,2,2,3,4,7,7,2,2,3,3,6,6,8,8,7,0.22,5,3,0,0,0
4298,"M",10,1,2,1,5,6,8,8,2,2,3,3,6,6,7,9,6,-0.08,4,3,1,0,0
4299,"M",6,1,3,3,3,4,9,5,2,2,3,3,6,6,7,8,7,0.26,5,4,1,0,0
4300,"M",4,0,3,4,2,3,7,7,2,2,3,3,6,6,6,7,7,-0.59,4,3,0,0,0
4301,"M",2,0,4,3,3,5,6,6,2,2,3,3,6,6,10,8,7,0.08,4,4,1,0,0
4302,"M",2,1,3,2,4,7,8,9,2,2,3,3,6,6,7,7,7,0.31,5,4,0,0,0
4303,"M",1,0,2,2,2,5,6,6,2,2,3,3,6,6,7,9,7,0.15,6,4,1,0,0
4304,"M",1,1,2,2,5,5,6,6,2,2,3,3,6,6,8,8,7,-0.22,6,5,1,0,0
4305,"M",3,1,3,3,3,3,2,8,2,2,3,3,6,6,9,9,8,-0.32,7,5,1,0,0
4306,"M",6,0,1,3,3,1,2,3,4,5,1,7,10,5,7,7,7,0.5,6,6,1,0,0
4307,"M",11,1,3,4,2,5,5,6,4,5,1,7,10,5,4,6,7,0.26,4,5,0,0,0
4308,"M",0,0,3,1,3,5,6,6,4,5,1,7,10,5,8,7,8,0.29,8,8,1,0,0
4309,"M",4,1,2,2,2,5,5,5,4,5,1,7,10,5,7,5,7,-0.02,7,6,1,0,0
4310,"M",2,1,2,3,3,7,4,5,4,5,1,7,10,5,6,6,7,0.64,6,6,1,0,0
4311,"M",2,0,3,2,4,3,4,6,4,5,1,7,10,5,8,7,6,0.26,7,6,1,0,0
4312,"M",3,0,1,4,3,4,3,7,4,5,1,7,10,5,8,5,6,0.13,5,5,1,0,0
4313,"M",3,0,2,2,2,6,6,7,4,5,1,7,10,5,7,6,6,0.04,5,5,0,0,0
4314,"M",5,1,2,3,2,5,6,6,4,5,1,7,10,5,7,8,8,0.31,7,6,1,0,0
4315,"M",4,1,2,3,3,6,4,6,4,5,1,7,10,5,4,5,6,0.1,4,5,0,0,0
4316,"M",7,0,2,5,3,6,7,8,4,5,1,7,10,5,6,6,8,-0.09,6,7,1,0,0
4317,"M",4,0,3,3,3,6,7,7,4,5,1,7,10,5,4,8,8,0.57,6,7,0,0,0
4318,"M",4,0,2,2,3,2,3,6,4,5,1,7,10,5,8,8,8,0.1,9,8,1,0,0
4319,"M",10,0,2,1,5,6,8,9,4,5,1,7,10,5,5,7,9,0.14,6,7,1,0,0
